# version=1
# source_sha256=d517169e57f1d6254682c03dec5c254b5101ccd787d191f639b0cac1e8a616c4
# destination_sha256=f5e133e8eca8eb1a02e21a7d1afbb44d082e384a38d39db58a694371fa583bbe
# rows=1278
source_address	destination_address	function_name	evidence	review_flags	similarity	confidence	association_votes	source_length	destination_length	source_callers	destination_callers	source_callees	destination_callees	correlator	audit_comment
00415fc0	0043be1b	start_lock	WC1-fuzzy-followup		0.775	0.885	0	40	58	starting_lock@00415ff0	starting_lock@0043be55	RandomBelowOrEqual@00434d50	RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-followup from start_lock @00415fc0; structural=0.7753, composite=0.8853, graph=1/0, candidates=1
00415ff0	0043be55	starting_lock	WC1-fuzzy-very-low		0.47	0.51	0	32	56	target_locking@00416120	target_locking@0043c048	start_lock@00415fc0	start_lock@0043be1b	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from starting_lock @00415ff0; structural=0.4704, composite=0.5104, graph=0/0, candidates=1
00416010	0043be8d	lock_off	WC1-fuzzy-very-low		0.404	0.424	0	43	114	CheckTargetLockMalfunction@00416040|target_locking@00416120	RemovePlayerReleaseWeapon@004399c6|CheckTargetLockMalfunction@0043beff|target_locking@0043c048|SelectCockpitVduMode@0043f8cd	remove_message@004142e0	remove_message@0043893f|StopMusic@00452a26	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from lock_off @00416010; structural=0.4038, composite=0.4238, graph=0/0, candidates=1
00416040	0043beff	CheckTargetLockMalfunction	WC1-fuzzy-very-low		0.5	0.61	0	70	104	decrement_lock_time@00416090	decrement_lock_time@0043bf67	malf@00414af0|lock_off@00416010|PlaySfxWaveFileByNumber@0042ef30|RandomBelowOrEqual@00434d50	malf@00439789|lock_off@0043be8d|PlaySfxWaveFileByNumber@0045373b|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from CheckTargetLockMalfunction @00416040; structural=0.4997, composite=0.6097, graph=1/0, candidates=1
00416090	0043bf67	decrement_lock_time	WC1-fuzzy-very-low		0.484	0.524	0	134	225	target_locking@00416120	target_locking@0043c048	CockpitMessage@004142b0|malf@00414af0|CheckTargetLockMalfunction@00416040|PlaySfxWaveFileByNumber@0042ef30	InputRoutine01@004388f5|malf@00439789|CheckTargetLockMalfunction@0043beff|PlaySfxWaveFileByNumber@0045373b	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from decrement_lock_time @00416090; structural=0.4838, composite=0.5238, graph=0/0, candidates=1
00416120	0043c048	target_locking	WC1-callgraph-propagated		1.0	3.5	0	256	704	overlay_head_up_display@00416ac0	overlay_head_up_display@0043d386	starting_lock@00415ff0|lock_off@00416010|decrement_lock_time@00416090|get_facing_range_from_object@00419310	get_facing_range_from_point@0040b92f|FUN_00410102@00410102|FUN_00410161@00410161|starting_lock@0043be55|lock_off@0043be8d|decrement_lock_time@0043bf67|SelectFlightMusicTrack@00452b03	Manual Match	[WC1 transfer] WC1-callgraph-propagated from target_locking @00416120; support=3 (out=3, in=0), margins=3/2, degree=5/8
00416220	0043c30d	DoLocalFn6220	WC1-callgraph-propagated		0.667	2.2	0	41	55	DoUiFnD8C0@0040d8c0|ShowConfedNavScan@0040e430|BlitUiFnE480@0040e480|print_message_text@00416260	show_info_disp@0043c364|DoUiFnD8C0@00450df6|ShowConfedNavScan@00451e57|BlitUiFnE480@00451faa			Manual Match	[WC1 transfer] WC1-callgraph-propagated from DoLocalFn6220 @00416220; support=2 (out=0, in=2), margins=1/1, degree=4/4
00433910	0043c364	show_info_disp	WC1-callgraph-single-low		0.248	13.292	0	424	524	update_VDUs@00417b70	init_inflight_music@0043c601|FUN_0043c64d@0043c64d	DrawFormattedText@00413c40|set_new_vdu@00414910|sighted@00415050|visited@00415070|achieved@00415090|DrawTextAt@0041d5f0|_sprintf@00449bb0	DrawTextAt@0040f96e|DoLocalFn6220@0043c30d|FUN_0043c344@0043c344|ix_system_configure@004624a7|FUN_0046e1b0@0046e1b0	Manual Match	[WC1 transfer] WC1-callgraph-single-low from show_info_disp @00433910; one mapped edge, graph-jaccard=0.125, degree-similarity=0.875, rank-margins=0.041666666666666075/11.25, instruction-diff=0.2479
0040d640	0043c570	DoLocalFnD640	WC1-fuzzy-low		0.545	0.735	0	60	64	DrawNavSquareMarker@0040d680	init_inflight_music@0043c601	DrawViewportBorder@00441cf0	LoopLocalFn1450@00426769	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0040d640; structural=0.5448, composite=0.7348, graphSupport=0, graphConflicts=0, targetCollisions=3, confidence=low. Verify manually.
004149e0	0043c5b0	DoCombatFn49E0	WC1-callgraph-single		0.237	1.833	0	10	81	EndCommMenu@004314c0	FUN_0043c64d@0043c64d|EndCommMenu@004480c6		LoopUiFn1740@00426b96	Manual Match	[WC1 transfer] WC1-callgraph-single from DoCombatFn49E0 @004149e0; one mapped edge, unique source/target candidate; graph-jaccard=0.5, degree=1/3, instruction-diff=0.2367
00424c60	0043c601	init_inflight_music	WC1-callgraph-single-low		0.247	3.067	0	28	76	RunSpaceFlight@0042a190	RunSpaceFlight@0046925e		show_info_disp@0043c364|DoLocalFnD640@0043c570	Manual Match	[WC1 transfer] WC1-callgraph-single-low from init_inflight_music @00424c60; one mapped edge, graph-jaccard=0.5, degree-similarity=0.33333333333333337, rank-margins=1.0666666666666682/0.16666666666666785, instruction-diff=0.2471
004164b0	0043c6d8	draw_target_box	WC1-fuzzy-very-low		0.454	0.494	0	998	1275	overlay_head_up_display@00416ac0|RestoreTransientCockpitGraphics@00416cb0	overlay_head_up_display@0043d386|CheckEscaped@0043d81f	CalcVideoFn4E00@00434e00|CalcVideoFn4E30@00434e30|DrawSpriteDefault@00441400|DrawSolidColourSprite@00441a40|DrawViewportLine@00441ba0|DrawViewportBorder@00441cf0|GetTransformedShapeBounds@00442050	DrawSpriteDefault@004266e7|DrawSolidColourSprite@00426fd9|DrawFilledViewportRect@0042722e|DrawViewportBorder@00427ec8|GetTransformedShapeBounds@004283a4|CalcVideoFn4E00@00461a91|CalcVideoFn4E30@00461ad6	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from draw_target_box @004164b0; structural=0.4539, composite=0.4939, graph=0/0, candidates=1
004274c0	0043cbd3	DoLocalFn74C0	WC1-fuzzy-very-low		0.49	0.53	0	22	42		Office@00409b80|draw_nav_pointer@0043cbfd|death_sequence@004697a0	GameNoBodyStubv20@00436910	remove_object@0040c2c9	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from DoLocalFn74C0 @004274c0; structural=0.4898, composite=0.5298, graph=0/0, candidates=1
004168c0	0043cbfd	draw_nav_pointer	WC1-fuzzy-very-low		0.474	0.579	0	512	658	ScanTbl0059d9b0FnA1D0@0041a1d0	ScanTbl0059d9b0FnA1D0@0040c9dd	get_mode@004147e0|remove_nav_pointer@004168a0|ComputeVectorDelta@00418680|transform_to_objects_frame@004190b0|find_vacant_3d_object@00419ba0|MultiplyFixed@00434d80|DivideFixed@00434db0|Vector_magnitude@00434f20	ComputeVectorDelta@0040aae6|FUN_0040b699@0040b699|find_vacant_3d_object@0040c266|SeekPacketSection@004389fe|get_mode@00439264|DoLocalFn74C0@0043cbd3|MultiplyFixed@004619e2|DivideFixed@00461a2d|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from draw_nav_pointer @004168c0; structural=0.4738, composite=0.5794, graph=1/0, candidates=1
0041e860	0043ce8f	sort_viable_target_list	WC1-fuzzy-medium		0.829	1.018	0	149	203	heat_seeking_missile_intelligence@0040b430|FF_missile_intelligence@0040b570|build_your_target_list@00416e90	IsPointWithinEyeViewCone@0043cf5a|overlay_head_up_display@0043d386			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0041e860; structural=0.8285, composite=1.0185, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
0041a130	0043cf5a	IsPointWithinEyeViewCone	WC1-callgraph-propagated		0.316	3.3	0	145	969		overlay_head_up_display@0043d386	ComputeVectorDelta@00418680|transform_to_objects_frame@004190b0|DivideFixed@00434db0|Vector_magnitude@00434f20	zero_vector@0040aa0b|AddFixedVectors@0040aa6a|ComputeVectorDelta@0040aae6|dot_product@0040ab24|vector_angle@0040affa|FUN_0040b699@0040b699|point_ship_at_point@0040b805|distance_from_object@0040b85c|DrawSpriteDefault@004266e7|LoopLocalFn1450@00426769|sort_viable_target_list@0043ce8f|SetHudMessageText@0043d956|MultiplyFixed@004619e2|DivideFixed@00461a2d|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-callgraph-propagated from IsPointWithinEyeViewCone @0041a130; support=3 (out=3, in=0), margins=2/1, degree=4/16
00416ac0	0043d386	overlay_head_up_display	WC1-callgraph-propagated		0.667	5.5	0	447	1132	Draw_3Space_Frame@00429dd0	FUN_00468e7a@00468e7a	GetCombatFn49F0@004149f0|target_locking@00416120|DoCombatFn6460@00416460|draw_target_box@004164b0|DrawSpriteDefault@00441400|LoopLocalFn1450@00441450	distance_from_object@0040b85c|DrawSpriteDefault@004266e7|LoopLocalFn1450@00426769|GetCombatFn49F0@0043952e|target_locking@0043c048|draw_target_box@0043c6d8|sort_viable_target_list@0043ce8f|IsPointWithinEyeViewCone@0043cf5a|SetHudMessageText@0043d956|AlignSpriteFrameToRectCorner@0046505e|FUN_0046570e@0046570e	Manual Match	[WC1 transfer] WC1-callgraph-propagated from overlay_head_up_display @00416ac0; support=5 (out=5, in=0), margins=3/2, degree=7/12
004279d0	0043d7f2	GetScreenUpdateFlag	WC1-fuzzy-low		0.521	0.694	0	37	45	auto_pilot_sequence@00404050|ejection_sequence@004046a0|free_all_slots@0040be20|load_all_slots@0040be60|new_sphere_shapes@0040bf50|BlitUiFnE480@0040e480|LoopUiFn0740@00410740|DispatchTbl0059c014Fn0AF0@00410af0|LoadTbl0059dd90FnA610@0041a610|initialize_cockpit@00423e90|LoopCombatFn45B0@004245b0|free_cockpit@004249a0|free_3Space@00424ba0|HandleDebugCheatKeys@00429160|RunSpaceFlight@0042a190|death_sequence@00439660	RenderSpaceViewFrame@0046903f	free_viewport@0040f940|GetCombatFn49F0@004149f0|EndCommMenu@004314c0	IsInitialMissionShip@004380fd|RestoreCockpitExplosionBackground@0043eae3	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004279d0; structural=0.5209, composite=0.6942, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
0041da10	0043d81f	CheckEscaped	WC1-fuzzy-very-low		0.439	0.398	0	144	311	LongTalk@00405290|CloseLook@00405de0|funeral_wingman@00408d50|Title_Sequence@0040fb70|WaitForSceneAdvance@0041dba0|PlaySceneAnimation@00425500|DisplayTrainSimHighScoreTable@00425c60|AnimateTrainSimTitle@00425d00|wait_for_end_of_music@0042e900|ShowCampaignVictorySequence@0042fc00|DrawMedalChest@004370d0|DrawMedalLongShot@00437250|MedalEstablish@004373e0|PinMedal@004374b0|EstablishingShot@00437770|ReturnToBriefingLongShot@00437980|Dismissed@00437b80|DebriefingEstablishingShot@00437f20|DrawFuneralLongShot@00439220	RenderSpaceViewFrame@0046903f	PumpWindowMessages@00402320|PollInputEvent@00435cc0|PeekInputEvent@00435ce0|IsInputEventQueued@00435d80|FlushInputEvents@00435db0	DrawSpriteDefault@004266e7|LoopLocalFn1450@00426769|LoopUiFn1740@00426b96|IsInitialMissionShip@004380fd|draw_target_box@0043c6d8|FUN_0043d323@0043d323|FUN_0046570e@0046570e	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from CheckEscaped @0041da10; structural=0.4392, composite=0.3978, graph=0/2, candidates=1
00416de0	0043d956	SetHudMessageText	WC1-fuzzy-low		0.536	0.727	0	64	85	ShowOnScreenMessage@00428fa0|HandleDebugCheatKeys@00429160|ShowCentredPrompt@004314f0|ReportSpaceFlightMaxFps@00432050	ShowOnScreenMessage@00437dfa|IsPointWithinEyeViewCone@0043cf5a|overlay_head_up_display@0043d386|FUN_0044698f@0044698f|ShowCentredPrompt@00448100|ReportSpaceFlightMaxFps@0045ce9a|FUN_00460bcc@00460bcc|HandleDebugCheatKeys@0046733d	GetCombatFn49F0@004149f0|DoCombatFn4A10@00414a10|GetUiFn6480@00416480	GetCombatFn49F0@0043952e|advance@00439559|FUN_0043c64d@0043c64d	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00416de0; structural=0.5365, composite=0.7265, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00416e20	0043d9da	malf_noise	WC1-fuzzy-low		0.503	0.693	0	101	142	set_new_vdu@00414910|vdu_malf@00414b20|update_dead_disp@00417b10|EndCommSessionWithWingman@00431470|DrawTbl0059d650Fn16E0@004316e0	set_new_vdu@004393e1|MergeAdjacentNearHeapBlocks@004397d5|update_dead_disp@0043f09d|EndCommSessionWithWingman@00448070|DrawTbl0059d650Fn16E0@004482ca	set_new_vdu@00414910|PlaySnowStaticSound@0042b680|PlaySfxWaveFileByNumber@0042ef30|snow_viewport@00442300	PlaySnowStaticSound@004245f8|FUN_004287eb@004287eb|set_new_vdu@004393e1|PlaySfxWaveFileByNumber@0045373b	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00416e20; structural=0.5029, composite=0.6929, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00416e90	0043da68	build_your_target_list	WC1-callgraph-propagated		0.571	2.2	0	157	691	cycle_onscreen_targets@00416f30|check_target@00416fd0	cycle_onscreen_targets@0043dd1b|check_target@0043ddfc	sort_viable_target_list@0041e860	FUN_0041195f@0041195f|GetTransformedShapeBounds@004283a4|AlignSpriteFrameToRectCorner@0046505e	Manual Match	[WC1 transfer] WC1-callgraph-propagated from build_your_target_list @00416e90; support=2 (out=0, in=2), margins=1/1, degree=3/5
00416f30	0043dd1b	cycle_onscreen_targets	WC1-fuzzy-very-low		0.326	0.366	0	154	225	SelectCockpitVduMode@00417f60	SelectCockpitVduMode@0043f8cd|FUN_0045e9f0@0045e9f0	build_your_target_list@00416e90	build_your_target_list@0043da68	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from cycle_onscreen_targets @00416f30; structural=0.326, composite=0.366, graph=0/0, candidates=1
00416fd0	0043ddfc	check_target	WC1-callgraph-propagated		1.0	3.4	0	443	773	update_cockpit@00417e70	update_cockpit@0043f6c9	malf_sound@00414ae0|malf@00414af0|build_your_target_list@00416e90	malf_sound@00439753|malf@00439789|build_your_target_list@0043da68	Manual Match	[WC1 transfer] WC1-callgraph-propagated from check_target @00416fd0; support=3 (out=2, in=1), margins=2/2, degree=4/4
00417190	0043e1b2	update_missile_warning	WC1-callgraph-propagated		0.571	2.2	0	58	229	update_cockpit@00417e70	update_cockpit@0043f6c9	SetCockpitLightBlink@00414440|missile_on_tail@004229f0|spacetrack@0042e880	distance_from_object@0040b85c|ship_vs_ship@0042a222|SetCockpitLightBlink@00438d30|FUN_0043e101@0043e101	Manual Match	[WC1 transfer] WC1-callgraph-propagated from update_missile_warning @00417190; support=2 (out=1, in=1), margins=1/1, degree=4/5
004171d0	0043e297	determine_pilot_hand	WC1-fuzzy-very-low		0.484	0.524	0	137	218	animate_pilot@004173c0	animate_pilot@0043e43a	MinShort@0041d0c0	EmitTextString@0040f040	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from determine_pilot_hand @004171d0; structural=0.4845, composite=0.5245, graph=0/0, candidates=3
00417260	0043e371	DrawPilotHandFrame	WC1-fuzzy-low		0.507	0.697	0	180	201	animate_pilot@004173c0	animate_pilot@0043e43a	DrawSpriteDefault@00441400|CopyViewportContents@00441a90	DrawSpriteDefault@004266e7|CopyViewportContents@00427047	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00417260; structural=0.5066, composite=0.6966, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004173c0	0043e43a	animate_pilot	WC1-fuzzy-followup		0.598	0.708	0	33	56	ResetPilotHandAnimation@004173f0|update_cockpit@00417e70	EraseTextContextBackground@0043e472|update_cockpit@0043f6c9	determine_pilot_hand@004171d0|DrawPilotHandFrame@00417260	determine_pilot_hand@0043e297|DrawPilotHandFrame@0043e371	Manual Match	[WC1 transfer] WC1-fuzzy-followup from animate_pilot @004173c0; structural=0.5978, composite=0.7078, graph=1/0, candidates=1
00425c30	0043e472	EraseTextContextBackground	WC1-fuzzy-low		0.504	0.644	0	40	54	InitializeModalTextPanel@0041a9d0|InitializeTrainSimTextPanel@00426660|ShowTrainSimHighScores@004268e0|SelectTrainSimMission@00426c70	initialize_cockpit@00456b1a	ClearViewport@00441ae0	CopyViewportContents@00427047|animate_pilot@0043e43a	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00425c30; structural=0.5042, composite=0.6442, graphSupport=0, graphConflicts=1, targetCollisions=1, confidence=low. Verify manually.
00417420	0043e4a8	send_message	WC1-fuzzy-medium		0.794	0.984	0	193	306	imperial_formation@00409d60|ScanTbl0059b560Fn2430@00412430|flag_reached@00415530|send_appropriate_message@0041e900|inflict_damage@0041e9b0|internal_damage@0041ee20|analyze_kill@0041fb40|SoundTbl0059b560FnFCD0@0041fcd0|explode@00420040|ace_greeting@00422090|try2rout@00422780|DoLocalFnF210@0042f210|ScanTbl0059ce60FnF3F0@0042f3f0|intelligence_events@00434a80	send_appropriate_message@00411a50|inflict_damage@00411c72|internal_damage@004128a7|SoundTbl0059b560FnFCD0@0041444c|FUN_004148f5@004148f5|ScanTbl0059b560Fn2430@0041bd81|intelligence_events@0041ff37|vdu_malf@00421bfc|ScanTbl0059ce60FnF3F0@00421f86|FUN_00429550@00429550|try2rout@00429ee0|flag_reached@0043aaff|imperial_formation@00443095|DrawPodiumShot@00446710			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00417420; structural=0.7937, composite=0.9837, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=medium. Verify manually.
004174f0	0043e5da	npc_communication	WC1-callgraph-propagated		1.0	2.2	0	275	662	update_cockpit@00417e70	update_cockpit@0043f6c9	GetCombatFn49F0@004149f0|GetG00469e2cFn7AC0@00417ac0|RandomBelowOrEqual@00434d50	ShowOnScreenMessage@00437dfa|GetCombatFn49F0@0043952e|GetG00469e2cFn7AC0@0043f042|DrawTbl0059d650Fn16E0@004482ca|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-callgraph-propagated from npc_communication @004174f0; support=2 (out=2, in=0), margins=1/1, degree=4/6
00417610	0043e870	clear_cockpit_damage	WC1-order-exact		0.594	10.0	0	19	66	LoopCombatFn45B0@004245b0	RunAnimationDemoLoop@00409c1a|LoopCombatFn45B0@004577d7			Manual Match	[WC1 transfer] WC1-order-exact from clear_cockpit_damage @00417610; exact unmatched order between npc_communication and explosion_draw; gap=1, structural_similarity=0.5936
00417630	0043e8b2	explosion_draw	WC1-callgraph-propagated		0.889	4.3	0	132	299	place_damage_on_cockpit@004178a0|initialize_cockpit@00423e90	place_damage_on_cockpit@0043ec50|initialize_cockpit@00456b1a	FreePacketAndClear@0041d100|FetchDiskPacketRetrying@0041d2e0|DrawSpriteDefault@00441400	FreePacketAndClear@0040f0a4|DrawSpriteDefault@004266e7	Manual Match	[WC1 transfer] WC1-callgraph-propagated from explosion_draw @00417630; support=4 (out=2, in=2), margins=1/2, degree=5/4
004176c0	0043e9e2	DrawPendingCockpitDamage	WC1-callgraph-propagated		0.857	3.1	0	159	252	cockpit_explosion@004177b0	cockpit_explosion@0043eb46	FreePacketAndClear@0041d100|FetchDiskPacketRetrying@0041d2e0|DrawSpriteDefault@00441400	FreePacketAndClear@0040f0a4|DrawSpriteDefault@004266e7	Manual Match	[WC1 transfer] WC1-callgraph-propagated from DrawPendingCockpitDamage @004176c0; support=3 (out=2, in=1), margins=0/1, degree=4/3
00417760	0043eae3	RestoreCockpitExplosionBackground	WC1-fuzzy-low		0.53	0.72	0	73	99	GetCombatFn6C90@00416c90|update_cockpit@00417e70	GetScreenUpdateFlag@0043d7f2|update_cockpit@0043f6c9	IsCockpitExplosionActive@00413d20|LoopUiFn1740@00441740	LoopUiFn1740@00426b96|IsInitialMissionShip@004380fd	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00417760; structural=0.5298, composite=0.7198, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004177b0	0043eb46	cockpit_explosion	WC1-fuzzy-low		0.536	0.727	0	227	266	update_cockpit@00417e70	update_cockpit@0043f6c9	IsCockpitExplosionActive@00413d20|DrawPendingCockpitDamage@004176c0|FreePacketAndClear@0041d100|PlaySfxWaveFileByNumber@0042ef30|DrawSpriteDefault@00441400|LoopLocalFn1450@00441450	FreePacketAndClear@0040f0a4|DrawSpriteDefault@004266e7|LoopLocalFn1450@00426769|IsInitialMissionShip@004380fd|DrawPendingCockpitDamage@0043e9e2|PlaySfxWaveFileByNumber@0045373b	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004177b0; structural=0.5365, composite=0.7265, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004178a0	0043ec50	place_damage_on_cockpit	WC1-fuzzy-very-low		0.487	0.597	0	111	137	your_internal_damage@0041f220	your_internal_damage@00413099	IsCockpitExplosionActive@00413d20|explosion_draw@00417630	IsInitialMissionShip@004380fd|explosion_draw@0043e8b2	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from place_damage_on_cockpit @004178a0; structural=0.487, composite=0.597, graph=1/0, candidates=1
00417910	0043ecd9	vid_transmit	WC1-fuzzy-followup		0.506	0.686	0	417	873	update_VDUs@00417b70	update_VDUs@0043f2f5	set_new_vdu@00414910|EndCommSessionWithWingman@00431470|RandomInRange@00434d20|DrawSpriteDefault@00441400	DrawSpriteDefault@004266e7|EndCommSessionWithWingman@00448070|EndCommMenu@004480c6|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-fuzzy-followup from vid_transmit @00417910; structural=0.5065, composite=0.6865, graph=2/0, candidates=2
00417ac0	0043f042	GetG00469e2cFn7AC0	WC1-fuzzy-low		0.511	0.702	0	72	91	npc_communication@004174f0	npc_communication@0043e5da	get_mode@004147e0|GetCombatFn49F0@004149f0|DrawTbl0059d650Fn16E0@004316e0	get_mode@00439264|GetCombatFn49F0@0043952e|DrawTbl0059d650Fn16E0@004482ca	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00417ac0; structural=0.5115, composite=0.7015, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00417b10	0043f09d	update_dead_disp	WC1-fuzzy-low		0.52	0.71	0	29	38	update_VDUs@00417b70	update_VDUs@0043f2f5	malf_noise@00416e20	malf_noise@0043d9da	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00417b10; structural=0.5204, composite=0.7104, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00417b30	0043f0c3	check_stranded	WC1-fuzzy-very-low		0.497	0.537	0	61	77	update_cockpit@00417e70	RunAnimationDemoLoop@00409c1a|update_cockpit@0043f6c9	any_enemy@00423070	any_enemy@0042aa0d	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from check_stranded @00417b30; structural=0.4975, composite=0.5375, graph=0/0, candidates=2
00417320	0043f110	LoopCombatFn7320	WC1-callgraph-propagated		1.0	2.2	0	160	485	update_VDUs@00417b70	update_VDUs@0043f2f5	CopyViewportContents@00441a90	CopyViewportContents@00427047|UpdateSeries@004651b7	Manual Match	[WC1 transfer] WC1-callgraph-propagated from LoopCombatFn7320 @00417320; support=2 (out=1, in=1), margins=1/1, degree=2/3
00417b70	0043f2f5	update_VDUs	WC1-fuzzy-followup		0.495	0.71	0	641	880	update_cockpit@00417e70|SelectCockpitVduMode@00417f60|initialize_cockpit@00423e90	update_cockpit@0043f6c9|SelectCockpitVduMode@0043f8cd|initialize_cockpit@00456b1a	UpdateMessage@00414240|get_mode@004147e0|update_vid_disp@00414980|show_weapon_disp@00414ea0|update_status_text@00415040|show_navigation_disp@00415180|check_objectives@004158a0|LoopCombatFn7320@00417320|vid_transmit@00417910|update_dead_disp@00417b10|show_damage_disp@0042c800|DrawTbl0059bff0FnC970@0042c970|show_target_disp@0042db90|DrawTargetRangeReadout@0042dea0|show_communications_disp@00431290|talk_equiv@00431400|show_info_disp@00433910|UiRoutine08@00434fa0|DrawFilledViewportRect@00441c70	show_damage_disp@00401120|DrawTbl0059bff0FnC970@004012e1|FUN_00427e1b@00427e1b|UpdateMessage@00438864|get_mode@00439264|update_scripted_view@004394a0|show_weapon_disp@00439bb7|FUN_00439f5f@00439f5f|show_navigation_disp@0043a3f8|check_objectives@0043b089|vid_transmit@0043ecd9|update_dead_disp@0043f09d|LoopCombatFn7320@0043f110|FUN_0043f81b@0043f81b|show_target_disp@0043fac0|DrawTargetRangeReadout@0043ff40|RefreshCommunicationMenu@00447d85|show_communications_disp@00447e47|FindActiveSoundEntryBySample@00461d29	Manual Match	[WC1 transfer] WC1-fuzzy-followup from update_VDUs @00417b70; structural=0.495, composite=0.71, graph=3/1, candidates=1
00417e70	0043f6c9	update_cockpit	WC1-callgraph-propagated		0.917	13.0	0	144	338	RunSpaceFlight@0042a190|BlitUiFnBA90@0042ba90	RunSpaceFlight@0046925e	draw_cockpit_lights@00414490|update_lights@004145b0|update_bars@00414690|update_digital_readouts@00414a50|fire_computer_graphic_missile@00414d50|update_objective_location@00415770|DrawCurrentTargetBox@00415ce0|check_target@00416fd0|update_missile_warning@00417190|animate_pilot@004173c0|npc_communication@004174f0|RestoreCockpitExplosionBackground@00417760|cockpit_explosion@004177b0|check_stranded@00417b30|update_VDUs@00417b70|repair_internal_damage@0041f660	repair_internal_damage@004135f1|vdu_polygon@00438194|draw_cockpit_lights@00438dad|update_lights@00438f62|update_bars@00439076|update_digital_readouts@004396bf|fire_computer_graphic_missile@00439a5a|update_objective_location@0043ae2f|set_objective_range@0043b4cf|ShowCarrierLaunchSequence@0043b7c0|check_target@0043ddfc|update_missile_warning@0043e1b2|animate_pilot@0043e43a|npc_communication@0043e5da|RestoreCockpitExplosionBackground@0043eae3|cockpit_explosion@0043eb46|check_stranded@0043f0c3|update_VDUs@0043f2f5|nearest_enemy_range@004608e8|FUN_00461456@00461456	Manual Match	[WC1 transfer] WC1-callgraph-propagated from update_cockpit @00417e70; support=11 (out=11, in=0), margins=10/10, degree=18/21
00417f00	0043f849	PlayCockpitSelectionSfx	WC1-fuzzy-low		0.512	0.703	0	15	25	SelectCockpitVduMode@00417f60	SelectCockpitVduMode@0043f8cd	PlaySfxWaveFileByNumber@0042ef30	PlaySfxWaveFileByNumber@0045373b	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00417f00; structural=0.5125, composite=0.7025, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00417f10	0043f862	vdu_pop_all	WC1-fuzzy-followup		0.529	0.639	0	69	107	SelectCockpitVduMode@00417f60	SelectCockpitVduMode@0043f8cd	get_mode@004147e0|GetVduModeStackDepth@00414890|pop_mode@004148e0|EndCommMenu@004314c0	get_mode@00439264|GetVduModeStackDepth@0043934d|push_mode@004393b3|EndCommMenu@004480c6	Manual Match	[WC1 transfer] WC1-fuzzy-followup from vdu_pop_all @00417f10; structural=0.5286, composite=0.6386, graph=1/0, candidates=1
