# version=1
# source_sha256=d517169e57f1d6254682c03dec5c254b5101ccd787d191f639b0cac1e8a616c4
# destination_sha256=f5e133e8eca8eb1a02e21a7d1afbb44d082e384a38d39db58a694371fa583bbe
# rows=1278
source_address	destination_address	function_name	evidence	review_flags	similarity	confidence	association_votes	source_length	destination_length	source_callers	destination_callers	source_callees	destination_callees	correlator	audit_comment
0043f940	00418ffc	RecRoom	WC1-callgraph-propagated		0.491	13.6	0	2904	2101	RunAnimationDemoLoop@004094e0|GameFlow@0040f4b0	GameFlow@0046591a	SetInputFn1CE0@00401ce0|LoadBriefingData@00405910|free_viewport@0040f940|FreePacketAndClear@0041d100|LoadUiFnD250@0041d250|FetchDiskPacketRetrying@0041d2e0|ReleaseTextFont@0041d590|MoveMenuPointerFromKeyboard@0041dc70|init_constellation@004243e0|free_constellation@00424490|PreloadMusicTrackHook@00424ce0|ReleaseMusicTrackHook@00424cf0|ShowMemoryStatusDebug@004273c0|InitializeConversationText@00427bc0|UpdateRoomMenuCursor@0042a680|InitializeConstellationField@0042d390|DrawConstellationField@0042d500|spacetrack@0042e880|SoundG0046a9f8FnE8B0@0042e8b0|ShouldSuspendCursorForRect@0042f730|ReleasePacketHandle@0042fae0|UnionRectBounds@00431ea0|DoVideoFn2960@00432960|DIBslamReal@00432970|RandomInRange@00434d20|GetShapeFrameBounds@00435020|EventManagerHook@004355c0|SetEventManagerPump@004355d0|PollInputEvent@00435cc0|FlushInputEvents@00435db0|GetUiFn60D0@004360d0|GetUiFn60E0@004360e0|ForwardSetMultimediaTimerCallbackv1@00436210|IsFrameTickElapsed@00436240|ClearInputKeyStatePreservingModifiers@004363a0|SceneDirector@00438c00|SetViewportRect@00439400|PanToScreen@00439430|RefreshRoomMenuLabel@0043f6f0|InitializeRoomMenu@0043f750|FindMenuRegionAtPoint@0043f7c0|InitializeRoomViewports@0043f810|ShowChalkBoard@00440510|DrawSpriteDefault@00441400|CopyViewportContents@00441a90|ClearViewport@00441ae0|_sprintf@00449bb0	FreePacketAndClear@0040f0a4|FetchDiskPacketRetrying@0040f5b6|WaitForInputKey@0040fa2c|SetDebugFn5C20@0040fed9|WaitForKeyAcknowledge@00418ecd|SetInputFn1CE0@004199f0|DrawSpriteDefault@004266e7|CopyViewportContents@00427047|ClearViewport@00427123|DrawMedalLongShot@00434177|PromptInsertNumberedDisk@00437a44|free_viewport@004471b0|FUN_00448570@00448570|drop_mine@00448d58|IsFrameTickElapsed@0044a03c|spacetrack@00452cf4|SoundG0046a9f8FnE8B0@00452d32|FlushSoundEffectsAndLog@0045357e|PlaySfxWaveFileByNumber@0045373b|PumpWindowMessages@0045445a|RefreshRoomMenuLabel@0045641b|InitializeRoomMenu@004575b4|FUN_0045887b@0045887b|free_constellation@0045890e|AllocateTaggedMemory@0045901d|ReleaseTextFont@00459082|InitializeConstellationField@0045a441|DrawConstellationField@0045a634|AllocateViewport@0045cad2|DoVideoFn2960@0045db8c|DIBslamReal@0045dc33|FlushInputEvents@0046354f|GetUiFn60D0@00463ba1|GetUiFn60E0@00463e19|PaletteVideoFn1020@00464021|FindMenuRegionAtPoint@00464e06|EventManagerHook@00464e35|GetUiFn6480@00465ea9	Manual Match	[WC1 transfer] WC1-callgraph-propagated from RecRoom @0043f940; support=13 (out=13, in=0), margins=6/0, degree=49/39
0041c170	00419831	BarracksScreen	WC1-callgraph-propagated		0.381	8.2	0	875	442	RunAnimationDemoLoop@004094e0|GameFlow@0040f4b0	GameFlow@0046591a	SetInputFn1CE0@00401ce0|LoadMissionData@004059b0|free_viewport@0040f940|CalibrateJoystickInteractive@004102b0|LoadLocalFnB020@0041b020|LoopLocalFnB070@0041b070|ScanTbl004693f0FnB180@0041b180|WarnLoadGameFirst@0041b550|LoopSaveLoadFnBB20@0041bb20|SceneRoutine02@0041bbd0|ConfirmQuitWingCommander@0041bf10|GetNavFnC090@0041c090|DoLocalFnC140@0041c140|FetchDiskPacketRetrying@0041d2e0|ReleaseTextFont@0041d590|MoveMenuPointerFromKeyboard@0041dc70|PreloadMusicTrackHook@00424ce0|ReleaseMusicTrackHook@00424cf0|exit_squadron@00427370|ShowMemoryStatusDebug@004273c0|UpdateRoomMenuCursor@0042a680|spacetrack@0042e880|SoundG0046a9f8FnE8B0@0042e8b0|ReleasePacketHandle@0042fae0|DoVideoFn2960@00432960|DIBslamReal@00432970|DoUiFn5590@00435590|EventManagerHook@004355c0|PollInputEvent@00435cc0|FlushInputEvents@00435db0|GetUiFn60D0@004360d0|GetUiFn60E0@004360e0|ForwardSetMultimediaTimerCallbackv1@00436210|IsFrameTickElapsed@00436240|ClearInputKeyStatePreservingModifiers@004363a0|BlitUiFn6E30@00436e30|InitializeRoomMenu@0043f750|FindMenuRegionAtPoint@0043f7c0|InitializeRoomViewports@0043f810|ClearViewport@00441ae0	WaitForSceneAdvance@00409120|FreePacketAndClear@0040f0a4|FetchDiskPacketRetrying@0040f5b6|GetNavFnC090@00418daa|SetInputFn1CE0@004199f0|ClearViewport@00427123|PromptInsertNumberedDisk@00437a44|free_viewport@004471b0|InitializeRoomMenu@004575b4|InitializeConstellationField@0045a441|AllocateViewport@0045cad2|GetUiFn60D0@00463ba1|GetUiFn60E0@00463e19|FindMenuRegionAtPoint@00464e06|EventManagerHook@00464e35|FUN_00464f45@00464f45	Manual Match	[WC1 transfer] WC1-callgraph-propagated from BarracksScreen @0041c170; support=8 (out=7, in=1), margins=1/1, degree=42/17
00401ce0	004199f0	SetInputFn1CE0	WC1-callgraph-propagated		1.0	3.4	0	48	67	GetTbl0059c000FnE3C0@0040e3c0|BlitUiFnE480@0040e480|Title_Sequence@0040fb70|BarracksScreen@0041c170|SelectTrainSimMission@00426c70|process_player_input@00427f20|player_input@004285d0|RunSpaceFlight@0042a190|RecRoom@0043f940	RecRoom@00418ffc|BarracksScreen@00419831|ShowCampaignVictorySequence@00433c84|LoopSaveLoadFnBB20@00433ed7|SceneDirector@00434bb5|UpdateArcadeScoreDisplay@00435064|SelectTrainSimMission@004353d4|ConfirmReplaceFaultyData@0043641c|ShowTrainSimHighScores@00436a8f|GetTbl0059c000FnE3C0@00451ddb|BlitUiFnE480@00451faa|FUN_0045e9f0@0045e9f0|process_player_input@004663a2|player_input@00466b02|RunSpaceFlight@0046925e	SetInputFn6160@00436160	SetInputFn6160@00463f74	Manual Match	[WC1 transfer] WC1-callgraph-propagated from SetInputFn1CE0 @00401ce0; support=3 (out=0, in=3), margins=2/2, degree=10/16
0042a610	00419a40	UpdateTrainSimMenuCursor	WC1-callgraph-single-low		0.295	3.0	0	83	453	SelectTrainSimMission@00426c70	SelectTrainSimMission@004353d4	DoLocalFn5090@00435090|SetMouseCursorShape@004360f0	FUN_0046243f@0046243f|DoLocalFn5420@00462452|point_parallel@00462527	Manual Match	[WC1 transfer] WC1-callgraph-single-low from UpdateTrainSimMenuCursor @0042a610; one mapped edge, graph-jaccard=0.25, degree-similarity=0.75, rank-margins=0.75/0.25, instruction-diff=0.2947
00436a30	00419c10	shrink_vector	WC1-callgraph-single-low		0.323	3.192	0	56	204	DispatchTbl0059c014Fn0AF0@00410af0|SetTbl0059bce0Fn8330@00418330	DispatchTbl0059c014Fn0AF0@00419d01	shrink@00436a70	DoLocalFnE400@00411172|MinShort@0046f3d0	Manual Match	[WC1 transfer] WC1-callgraph-single-low from shrink_vector @00436a30; one mapped edge, graph-jaccard=0.2, degree-similarity=1.0, rank-margins=0.2666666666666657/0.7249999999999996, instruction-diff=0.3229
00410ad0	00419cdc	GetVectorMagnitude	WC1-fuzzy-followup		0.559	0.669	0	23	37			FixedToShortSaturating@004184c0|Vector_magnitude@00434f20	FixedToShortSaturating@0040a81b|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-fuzzy-followup from GetVectorMagnitude @00410ad0; structural=0.559, composite=0.669, graph=1/0, candidates=2
00410af0	00419d01	DispatchTbl0059c014Fn0AF0	WC1-callgraph-propagated		0.611	12.6	0	3196	4090	DispatchTbl0059b9e0Fn17D0@004117d0|Update_3Space@00427c50|ShowCarrierLaunchSequence@0042bc00|ShowGameOverScreen@00439a80	DispatchTbl0059b9e0Fn17D0@0041ae40|Update_3Space@00465ee9	LoopUiFn0740@00410740|GetUiFn0A30@00410a30|DispatchTbl0059b9e0Fn17D0@004117d0|generate_stars@00411fe0|GetTbl0059b2a0Fn2920@00412920|DoLocalFn83A0@004183a0|zero_vector@004185f0|DoLocalFn8600@00418600|AddFixedVectors@00418620|SubtractFixedVectors@00418650|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|divide_vector@00418700|NormalizeFixedVector@00418b10|copy_frame@00418fd0|SetUiFn9050@00419050|match_roll_orientation@00419440|DoLocalFn9970@00419970|MaxShort@0041d0e0|GetScreenUpdateFlag@004279d0|initialize_view_buffer@00427a00|update_scripted_view@0042d1c0|Vector_magnitude@00434f20|shrink_vector@00436a30|SetViewportRect@00439400	DoLocalFn83A0@0040a6f7|zero_vector@0040aa0b|achieved@0040aa37|AddFixedVectors@0040aa6a|ComputeVectorDelta@0040aae6|dot_product@0040ab24|divide_vector@0040ab78|NormalizeFixedVector@0040af18|DoLocalFn8D00@0040b02f|DoLocalFn8BE0@0040b17f|GetTbl0059bce0Fn9A70@0040b550|SetUiFn9050@0040b5df|match_roll_orientation@0040ba2e|NormalizeAndScaleVector@0040bf0b|DoLocalFn9970@0040bf36|MaxShort@0040f072|shrink_vector@00419c10|DispatchTbl0059b9e0Fn17D0@0041ae40|generate_stars@0041b762|GetTbl0059b2a0Fn2920@0041cb3c|SetMousePosition@00423c60|LoopUiFn0740@0044ade0|HandleFleetOverviewInput@0045f200|FUN_00460d3e@00460d3e|Vector_magnitude@00461c71|make_hazard@00464c4b|ReleaseFinishedSoundEntries@00465cbc|initialize_view_buffer@00465cf6|MinShort@0046f3d0	Manual Match	[WC1 transfer] WC1-callgraph-propagated from DispatchTbl0059c014Fn0AF0 @00410af0; support=11 (out=10, in=1), margins=9/7, degree=29/31
004117b0	0041ad51	DoUiFn17B0	WC1-callgraph-propagated		0.75	3.2	0	31	58	visit_the_cinema@00403e50|auto_pilot_sequence@00404050|stranded_sequence@00404be0|BlitUiFnE480@0040e480|HandleDebugCheatKeys@00429160|BlitUiFnBA90@0042ba90|ScanTbl0059c010FnCDB0@0042cdb0|ShowGetReadyScreen@00439840	visit_the_cinema@004228b0|auto_pilot_sequence@00422b1c|FUN_00424eff@00424eff|FUN_0044698f@0044698f|FUN_00446fc8@00446fc8|ejection_sequence@0044ebca|BlitUiFnE480@00451faa|HandleDebugCheatKeys@0046733d|RunSpaceFlight@0046925e	DispatchTbl0059b9e0Fn17D0@004117d0	DispatchTbl0059b9e0Fn17D0@0041ae40|IsInitialMissionShip@004380fd	Manual Match	[WC1 transfer] WC1-callgraph-propagated from DoUiFn17B0 @004117b0; support=3 (out=1, in=2), margins=1/1, degree=9/11
00423400	0041ad8b	target_within_range	WC1-callgraph-single-low		0.254	3.333	0	54	181		DispatchTbl0059b9e0Fn17D0@0041ae40	unactive@00422560|ships_within_range@00423260	unactive@00429b55	Manual Match	[WC1 transfer] WC1-callgraph-single-low from target_within_range @00423400; one mapped edge, graph-jaccard=0.5, degree-similarity=1.0, rank-margins=0.3333333333333339/0.5, instruction-diff=0.2537
004117d0	0041ae40	DispatchTbl0059b9e0Fn17D0	WC1-fuzzy-very-low		0.46	0.389	0	1708	1949	ejection_sequence@004046a0|DispatchTbl0059c014Fn0AF0@00410af0|DoUiFn17B0@004117b0|HandleDebugCheatKeys@00429160|RunSpaceFlight@0042a190|death_sequence@00439660	DispatchTbl0059c014Fn0AF0@00419d01|DoUiFn17B0@0041ad51|stranded_sequence@004251f2|FUN_00446960@00446960|FUN_00446fc8@00446fc8|HandleDebugCheatKeys@0046733d|RunSpaceFlight@0046925e|death_sequence@004697a0	LoopUiFn0740@00410740|DispatchTbl0059c014Fn0AF0@00410af0|generate_stars@00411fe0|DoLocalFn83A0@004183a0|SetTbl0059c490Fn8420@00418420|zero_vector@004185f0|DoLocalFn8600@00418600|AddFixedVectors@00418620|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|NormalizeFixedVector@00418b10|copy_frame@00418fd0|SetUiFn9050@00419050|MaxShort@0041d0e0|find_ship_index@00422710|initialize_cockpit@00423e90	DoLocalFn83A0@0040a6f7|offset_location@0040a774|zero_vector@0040aa0b|AddFixedVectors@0040aa6a|ComputeVectorDelta@0040aae6|dot_product@0040ab24|NormalizeFixedVector@0040af18|GetTbl0059bce0Fn9A70@0040b550|SetUiFn9050@0040b5df|MaxShort@0040f072|FUN_00410192@00410192|DispatchTbl0059c014Fn0AF0@00419d01|target_within_range@0041ad8b|generate_stars@0041b762|IsInitialMissionShip@004380fd|LoopUiFn0740@0044ade0|initialize_cockpit@00456b1a|FUN_00460242@00460242|FUN_004603c5@004603c5	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from DispatchTbl0059b9e0Fn17D0 @004117d0; structural=0.4602, composite=0.3889, graph=0/3, candidates=3
00411ec0	0041b62e	GetTbl0059cd90Fn1EC0	WC1-fuzzy-followup		0.523	0.633	0	283	308	generate_stars@00411fe0|update_star_field@00412100	generate_stars@0041b762|update_star_field@0041b8d6	AddFixedVectors@00418620|ScaleFixedVector@004186b0|FillFixedVectorWithRandomComponents@004187e0|MaxShort@0041d0e0|set_objects_data@0041e120|RandomInRange@00434d20	AddFixedVectors@0040aa6a|dot_product@0040ab24|FillFixedVectorWithRandomComponents@0040ac88|MaxShort@0040f072|set_objects_data@00410999|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-fuzzy-followup from GetTbl0059cd90Fn1EC0 @00411ec0; structural=0.5233, composite=0.6333, graph=1/0, candidates=2
00411fe0	0041b762	generate_stars	WC1-fuzzy-followup		0.497	0.642	0	287	372	DispatchTbl0059c014Fn0AF0@00410af0|DispatchTbl0059b9e0Fn17D0@004117d0|ShowGameOverScreen@00439a80	DispatchTbl0059c014Fn0AF0@00419d01|DispatchTbl0059b9e0Fn17D0@0041ae40	GetTbl0059cd90Fn1EC0@00411ec0|ScaleFixedVector@004186b0|DoLocalFn8BE0@00418be0|DoLocalFn8D00@00418d00|copy_frame@00418fd0|signed_random@004220f0|RandomInRange@00434d20	dot_product@0040ab24|DoLocalFn8D00@0040b02f|DoLocalFn8BE0@0040b17f|GetTbl0059bce0Fn9A70@0040b550|GetTbl0059cd90Fn1EC0@0041b62e|signed_random@00429581|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-fuzzy-followup from generate_stars @00411fe0; structural=0.4975, composite=0.6425, graph=2/1, candidates=2
00412100	0041b8d6	update_star_field	WC1-fuzzy-followup		0.486	0.666	0	772	1129	Draw_3Space_Frame@00429dd0|ShowCarrierLaunchSequence@0042bc00	FUN_00468e7a@00468e7a	extra_hazard@00401930|update_hazards@00401b30|GetTbl0059cd90Fn1EC0@00411ec0|AddFixedVectors@00418620|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|DoLocalFn8BE0@00418be0|DoLocalFn8D00@00418d00|copy_frame@00418fd0|transform_to_objects_frame@004190b0|set_objects_data@0041e120|signed_random@004220f0|RandomInRange@00434d20	AddFixedVectors@0040aa6a|ComputeVectorDelta@0040aae6|dot_product@0040ab24|DoLocalFn8D00@0040b02f|DoLocalFn8BE0@0040b17f|GetTbl0059bce0Fn9A70@0040b550|FUN_0040b699@0040b699|set_objects_data@00410999|FadeFlightPaletteEntry@00418288|update_hazards@004184f6|GetTbl0059cd90Fn1EC0@0041b62e|signed_random@00429581|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-fuzzy-followup from update_star_field @00412100; structural=0.4857, composite=0.6657, graph=3/2, candidates=2
00412430	0041bd81	ScanTbl0059b560Fn2430	WC1-callgraph-propagated		0.5	5.5	0	959	2577	Update_3Space@00427c50|ShowCarrierLaunchSequence@0042bc00	Update_3Space@00465ee9	GetShipAiFn2410@00412410|send_message@00417420|DoLocalFn8BB0@00418bb0|get_facing_range_from_object@00419310|remove_object@00419bd0|set_objects_data@0041e120|onboard_explosion@0041ece0|Create_explosion_debris@0041f800|ShipExplosion@0041fbc0|explosion_shock_wave@0041fee0|explode@00420040|normal_speed@00422220|reset_maneuver@00422d30|RandomInRange@00434d20|RandomBelowOrEqual@00434d50	DoLocalFn8BB0@00401fdd|vector_angle@0040affa|distance_from_object@0040b85c|remove_object@0040c2c9|set_objects_data@00410999|onboard_explosion@0041270a|random_radial@00413a3b|explosion_shock_wave@00414025|FUN_004142c8@004142c8|explode@00414835|FUN_0041bd44@0041bd44|stranded_sequence@004251f2|PaletteLocalFn13E0@004266cc|ClearViewport@00427123|no_objectives_achieved@004296e2|reset_maneuver@0042a5f1|send_message@0043e4a8|ShowTigerClawEscapeScene@00446823|RandomInRange@00461942|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-callgraph-propagated from ScanTbl0059b560Fn2430 @00412430; support=5 (out=5, in=0), margins=3/2, degree=17/21
00412820	0041c7ed	ScanTbl0059d100Fn2820	WC1-callgraph-propagated		0.714	5.7	0	244	842	Update_3Space@00427c50|ShowCarrierLaunchSequence@0042bc00	Update_3Space@00465ee9	futurion_intelligence@0040b320|GetTbl0059b2a0Fn2920@00412920|GetTbl0059c3c0Fn29A0@004129a0|SoundTbl0059de40Fn2E30@00412e30|object_collision@004130d0|DispatchTbl0059d100Fn3880@00413880|GetTbl0059c3c0FnE520@0041e520|housekeep_power_plant_and_fuel@00421760|replenish_shields@00421780|replenish_weapon_energy_bank@00421830|clear_crash_cache@00422440	FUN_00401acb@00401acb|FUN_00401d79@00401d79|AddFixedVectors@0040aa6a|SetUiFn9050@0040b5df|GetTbl0059c3c0FnE520@0041133d|housekeep_power_plant_and_fuel@004170f9|MeasureShapeFrameStorage@00417124|replenish_weapon_energy_bank@0041724a|GetTbl0059b2a0Fn2920@0041cb3c|GetTbl0059c3c0Fn29A0@0041cc0a|SoundTbl0059de40Fn2E30@0041d2da|ParseTests@0041d591|DispatchTbl0059d100Fn3880@0041e276|futurion_intelligence@00445d9a|clear_crash_cache@00446d55|ShowGameOverScreen@0045f7ec|BlitUiFn79C0@00460650|FUN_00460bcc@00460bcc	Manual Match	[WC1 transfer] WC1-callgraph-propagated from ScanTbl0059d100Fn2820 @00412820; support=5 (out=5, in=0), margins=4/3, degree=13/19
00412920	0041cb3c	GetTbl0059b2a0Fn2920	WC1-fuzzy-low		0.535	0.725	0	124	206	DispatchTbl0059c014Fn0AF0@00410af0|ScanTbl0059d100Fn2820@00412820	DispatchTbl0059c014Fn0AF0@00419d01|ScanTbl0059d100Fn2820@0041c7ed	GetUiFn9110@00419110|GetUiFn9150@00419150|GetUiFn9190@00419190|DoLocalFnA0F0@0041a0f0	GetUiFn9150@0040b706|GetUiFn9110@0040b747|GetUiFn9190@0040b788|find_ratio@0040c959	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00412920; structural=0.5349, composite=0.7249, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004129a0	0041cc0a	GetTbl0059c3c0Fn29A0	WC1-fuzzy-followup		0.342	0.66	0	807	1127	ScanTbl0059d100Fn2820@00412820	ScanTbl0059d100Fn2820@0041c7ed	drain_fuel@00418280|GetShipAccelerationRate@004182f0|DoLocalFn84E0@004184e0|zero_vector@004185f0|AddFixedVectors@00418620|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|dot_product@004189e0|NormalizeAndScaleVector@00419950|alert_flag@00422110|set_special@00422d90|approach_zero_speed@00422dd0|FlushSoundEffectsAndLog@0042ef10|RandomBelowOrEqual@00434d50|MultiplyFixed@00434d80|DivideFixed@00434db0|Vector_magnitude@00434f20	SetHudMessageSlot@0040a51d|GetShipAccelerationRate@0040a5a0|DoLocalFn84E0@0040a867|zero_vector@0040aa0b|AddFixedVectors@0040aa6a|ComputeVectorDelta@0040aae6|dot_product@0040ab24|FUN_0040adc2@0040adc2|NormalizeAndScaleVector@0040bf0b|alert_flag@004295a9|set_special@0042a664|approach_zero_speed@0042a6e8|RandomBelowOrEqual@004619a1|MultiplyFixed@004619e2|DivideFixed@00461a2d|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-fuzzy-followup from GetTbl0059c3c0Fn29A0 @004129a0; structural=0.3421, composite=0.6597, graph=4/0, candidates=2
00412cd0	0041d07b	SoundTbl0059de40Fn2CD0	WC1-fuzzy-very-low		0.455	0.495	0	347	602	SoundTbl0059de40Fn2E30@00412e30|set_objects_data@0041e120	set_objects_data@00410999|SoundTbl0059de40Fn2E30@0041d2da	remove_object@00419bd0|PlaySfxWaveFileByNumber@0042ef30	remove_object@0040c2c9|PlaySfxWaveFileByNumber@0045373b	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from SoundTbl0059de40Fn2CD0 @00412cd0; structural=0.4547, composite=0.4947, graph=0/0, candidates=1
00412e30	0041d2da	SoundTbl0059de40Fn2E30	WC1-fuzzy-followup		0.507	0.617	0	465	464	ScanTbl0059d100Fn2820@00412820	ScanTbl0059d100Fn2820@0041c7ed	SoundTbl0059de40Fn2CD0@00412cd0|zero_vector@004185f0|AddFixedVectors@00418620|ScaleFixedVector@004186b0|FillFixedVectorWithRandomComponents@004187e0|find_vacant_3d_object@00419ba0|set_objects_data@0041e120|PlaySfxWaveFileByNumber@0042ef30|RandomInRange@00434d20	zero_vector@0040aa0b|AddFixedVectors@0040aa6a|dot_product@0040ab24|FillFixedVectorWithRandomComponents@0040ac88|find_vacant_3d_object@0040c266|set_objects_data@00410999|SoundTbl0059de40Fn2CD0@0041d07b|PlaySfxWaveFileByNumber@0045373b|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-fuzzy-followup from SoundTbl0059de40Fn2E30 @00412e30; structural=0.5067, composite=0.6167, graph=1/0, candidates=5
00413030	0041d4c7	ScanTbl0059c010Fn3030	WC1-fuzzy-low		0.516	0.706	0	155	202	object_collision@004130d0	ParseTests@0041d591	make_shard@004010c0|explode@00420040|RandomBelowOrEqual@00434d50	explode@00414835|make_shard@004176d2|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00413030; structural=0.5163, composite=0.7063, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00438160	0041d591	ParseTests	WC1-fuzzy-very-low		0.442	0.348	0	2381	3268	SceneDirector@00438c00	ScanTbl0059d100Fn2820@0041c7ed	FullMissionScore@0040f190|PlayersMissionScore@0040f1e0|sighted@00415050|achieved@00415090|ace_status@00422010|no_objectives_achieved@00438090|wing_status@004380d0|int_value@00438110	DoLocalFn8BB0@00401fdd|DoLocalFn84E0@0040a867|DoLocalFn84F0@0040a893|zero_vector@0040aa0b|achieved@0040aa37|AddFixedVectors@0040aa6a|SubtractFixedVectors@0040aaa8|ComputeVectorDelta@0040aae6|dot_product@0040ab24|DoLocalFn8890@0040ace0|NormalizeFixedVector@0040af18|vector_angle@0040affa|FUN_0040b699@0040b699|FUN_0040bf8c@0040bf8c|remove_object@0040c2c9|apply_force_to_object@0040c4d1|rotational_acceleration@0040c796|EmitTextString@0040f040|MaxShort@0040f072|FUN_00410289@00410289|set_objects_data@00410999|inflict_damage@00411c72|explode@00414835|FUN_00417610@00417610|ScanTbl0059c010Fn3030@0041d4c7|PlaySfxWaveFileByNumber@0045373b|MultiplyFixed@004619e2|DivideFixed@00461a2d|Vector_magnitude@00461c71|MinShort@0046f3d0	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from ParseTests @00438160; structural=0.4422, composite=0.3479, graph=0/3, candidates=1
00413880	0041e276	DispatchTbl0059d100Fn3880	WC1-callgraph-propagated		0.6	3.4	0	340	534	ScanTbl0059d100Fn2820@00412820	ScanTbl0059d100Fn2820@0041c7ed	DispatchTbl0059c310Fn3B70@00403b70|ship_intelligence@0040ae80|capital_ship_intelligence@0040b140|futurion_intelligence@0040b320|mine_intelligence@0040b3a0|heat_seeking_missile_intelligence@0040b430|FF_missile_intelligence@0040b570|get_ship_max_velocity@004181c0|get_facing_range_from_object@00419310|point_ship@00419620	get_facing_range_from_object@0040a3a0|get_facing_range_from_point@0040b92f|point_ship@0040bc6b|ship_intelligence@00444adc|FUN_00444ea7@00444ea7|DecompressPacketSection@00445aac|futurion_intelligence@00445d9a|heat_seeking_missile_intelligence@00445e68|FF_missile_intelligence@00446133|FUN_00446395@00446395|mine_intelligence@00446474	Manual Match	[WC1 transfer] WC1-callgraph-propagated from DispatchTbl0059d100Fn3880 @00413880; support=3 (out=3, in=0), margins=2/2, degree=11/12
00433ac0	0041e4e0	steer_away_from_object	WC1-fuzzy-very-low		0.465	0.565	0	206	232	Mget_distance@004071e0|Mveer_away@00407450	Mget_distance@00441ec8|Mveer_away@00442252	AddFixedVectors@00418620|ComputeVectorDelta@00418680|transform_to_objects_frame@004190b0	AddFixedVectors@0040aa6a|ComputeVectorDelta@0040aae6|FUN_0040b699@0040b699|FUN_00470020@00470020	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from steer_away_from_object @00433ac0; structural=0.4652, composite=0.5652, graph=1/0, candidates=1
00433b90	0041e5c8	steer_away_from_predicted_object	WC1-fuzzy-very-low		0.48	0.512	0	232	256	prevent_collision@00433c80	prevent_collision@0041e6c8	AddFixedVectors@00418620|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|transform_to_objects_frame@004190b0	AddFixedVectors@0040aa6a|ComputeVectorDelta@0040aae6|dot_product@0040ab24|FUN_0040b699@0040b699|FUN_00470020@00470020	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from steer_away_from_predicted_object @00433b90; structural=0.4796, composite=0.5116, graph=0/0, candidates=1
